id,account_id,occurred_at,channel
2022,2481,11.9.2015,direct
2023,2481,12.8.2015,direct
2024,2481,1.6.2016,direct
2025,2481,2.4.2016,direct
2026,2481,3.4.2016,direct
2027,2481,4.3.2016,direct
2028,2481,5.2.2016,direct
2029,2481,6.1.2016,direct
2030,2481,7.1.2016,direct
2031,2481,7.31.2016,direct
2032,2481,8.29.2016,direct
2033,2481,9.28.2016,direct
2034,2481,10.28.2016,direct
2035,2481,11.27.2016,direct
2036,2481,12.27.2016,direct
2037,2491,11.11.2016,direct
2038,2491,12.11.2016,direct
2039,2501,3.21.2016,direct
2040,2501,4.19.2016,direct
2041,2501,5.19.2016,direct
2042,2501,6.17.2016,direct
2043,2501,7.16.2016,direct
2044,2501,8.15.2016,direct
2045,2501,9.13.2016,direct
2046,2501,10.13.2016,direct
2047,2501,11.11.2016,direct
2048,2501,12.10.2016,direct
2049,2511,6.15.2016,direct
2050,2511,7.15.2016,direct
2051,2511,8.13.2016,direct
2052,2511,9.12.2016,direct
2053,2511,10.12.2016,direct
2054,2511,11.11.2016,direct
2055,2511,12.11.2016,direct
2056,2521,5.14.2016,direct
2057,2521,6.13.2016,direct
2058,2521,7.12.2016,direct
2059,2521,8.11.2016,direct
2060,2521,9.9.2016,direct
2061,2521,10.8.2016,direct
2062,2521,11.6.2016,direct
2063,2521,12.6.2016,direct
2064,2531,12.25.2013,direct
2065,2531,1.23.2014,direct
2066,2531,2.21.2014,direct
2067,2531,3.23.2014,direct
2068,2531,4.21.2014,direct
2069,2531,5.20.2014,direct
2070,2531,6.18.2014,direct
2071,2531,7.17.2014,direct
2072,2531,8.16.2014,direct
2073,2531,9.14.2014,direct
2074,2531,10.14.2014,direct
2075,2531,11.12.2014,direct
2076,2531,12.11.2014,direct
2077,2541,12.21.2013,direct
2078,2541,1.19.2014,direct
2079,2541,2.18.2014,direct
2080,2541,3.20.2014,direct
2081,2541,4.19.2014,direct
2082,2541,5.18.2014,direct
2083,2541,6.17.2014,direct
2084,2541,7.17.2014,direct
2085,2541,8.16.2014,direct
2086,2541,9.15.2014,direct
2087,2541,10.15.2014,direct
2088,2541,11.13.2014,direct
2089,2541,12.12.2014,direct
2090,2541,1.11.2015,direct
2091,2541,2.10.2015,direct
2092,2541,3.11.2015,direct
2093,2541,4.10.2015,direct
2094,2541,5.10.2015,direct
2095,2541,6.8.2015,direct
2096,2541,7.7.2015,direct
2097,2541,8.6.2015,direct
2098,2541,9.4.2015,direct
2099,2541,10.3.2015,direct
2100,2541,11.2.2015,direct
2101,2541,12.1.2015,direct
2102,2541,12.30.2015,direct
2103,2541,1.29.2016,direct
2104,2541,2.27.2016,direct
2105,2541,3.27.2016,direct
2106,2541,4.25.2016,direct
2107,2541,5.24.2016,direct
2108,2541,6.23.2016,direct
2109,2541,7.23.2016,direct
2110,2541,8.22.2016,direct
2111,2541,9.21.2016,direct
2112,2541,10.21.2016,direct
2113,2541,11.20.2016,direct
2114,2541,12.19.2016,direct
2115,2551,6.24.2016,direct
2116,2551,7.23.2016,direct
2117,2551,8.21.2016,direct
2118,2551,9.20.2016,direct
2119,2551,10.20.2016,direct
2120,2551,11.18.2016,direct
2121,2551,12.17.2016,direct
2122,2561,11.23.2016,direct
2123,2561,12.23.2016,direct
2124,2571,12.19.2013,direct
2125,2571,1.17.2014,direct
2126,2571,2.16.2014,direct
2127,2571,3.18.2014,direct
2128,2571,4.16.2014,direct
2129,2571,5.16.2014,direct
2130,2571,6.15.2014,direct
2131,2571,7.15.2014,direct
2132,2571,8.14.2014,direct
2133,2571,9.12.2014,direct
2134,2571,10.11.2014,direct
2135,2571,11.9.2014,direct
2136,2581,10.19.2016,direct
2137,2581,11.18.2016,direct
2138,2581,12.18.2016,direct
2139,2591,12.11.2013,direct
2140,2591,1.10.2014,direct
2141,2591,2.8.2014,direct
2142,2591,3.9.2014,direct
2143,2591,4.7.2014,direct
2144,2591,5.7.2014,direct
2145,2591,6.5.2014,direct
2146,2591,7.4.2014,direct
2147,2591,8.2.2014,direct
2148,2591,8.31.2014,direct
2149,2591,9.30.2014,direct
2150,2591,10.29.2014,direct
2151,2591,11.27.2014,direct
2152,2591,12.27.2014,direct
2153,2591,1.26.2015,direct
2154,2591,2.24.2015,direct
2155,2591,3.25.2015,direct
2156,2591,4.23.2015,direct
2157,2591,5.23.2015,direct
2158,2591,6.22.2015,direct
2159,2591,7.21.2015,direct
2160,2591,8.19.2015,direct
2161,2591,9.18.2015,direct
2162,2591,10.17.2015,direct
2163,2591,11.15.2015,direct
2164,2591,12.14.2015,direct
2165,2591,1.12.2016,direct
2166,2591,2.11.2016,direct
2167,2591,3.12.2016,direct
2168,2591,4.10.2016,direct
2169,2591,5.10.2016,direct
2170,2591,6.8.2016,direct
2171,2591,7.8.2016,direct
2172,2591,8.6.2016,direct
2173,2591,9.4.2016,direct
2174,2591,10.4.2016,direct
2175,2591,11.3.2016,direct
2176,2591,12.2.2016,direct
2177,2591,12.31.2016,direct
2178,2601,2.6.2015,direct
2179,2601,3.7.2015,direct
2180,2601,4.5.2015,direct
2181,2601,5.5.2015,direct
2182,2601,6.3.2015,direct
2183,2601,7.2.2015,direct
2184,2601,7.31.2015,direct
2185,2601,8.29.2015,direct
2186,2601,9.28.2015,direct
2187,2601,10.28.2015,direct
2188,2601,11.27.2015,direct
2189,2611,11.20.2015,direct
2190,2611,12.20.2015,direct
2191,2611,1.19.2016,direct
2192,2611,2.17.2016,direct
2193,2611,3.17.2016,direct
2194,2611,4.16.2016,direct
2195,2611,5.15.2016,direct
2196,2611,6.13.2016,direct
2197,2611,7.13.2016,direct
2198,2611,8.12.2016,direct
2199,2611,9.11.2016,direct
2200,2611,10.11.2016,direct
2201,2611,11.10.2016,direct
2202,2611,12.9.2016,direct
2203,2621,10.15.2016,direct
2204,2621,11.14.2016,direct
2205,2621,12.14.2016,direct
2206,2631,12.23.2013,direct
2207,2631,1.21.2014,direct
2208,2631,2.19.2014,direct
2209,2631,3.20.2014,direct
2210,2631,4.18.2014,direct
2211,2631,5.18.2014,direct
2212,2631,6.16.2014,direct
2213,2631,7.15.2014,direct
2214,2631,8.14.2014,direct
2215,2631,9.13.2014,direct
2216,2631,10.13.2014,direct
2217,2631,11.12.2014,direct
2218,2631,12.11.2014,direct
2219,2631,1.10.2015,direct
2220,2631,2.8.2015,direct
2221,2631,3.9.2015,direct
2222,2631,4.8.2015,direct
2223,2631,5.8.2015,direct
2224,2631,6.7.2015,direct
2225,2631,7.7.2015,direct
2226,2631,8.6.2015,direct
2227,2631,9.4.2015,direct
2228,2631,10.4.2015,direct
2229,2631,11.2.2015,direct
2230,2631,12.1.2015,direct
2231,2631,12.31.2015,direct
2232,2631,1.29.2016,direct
2233,2631,2.28.2016,direct
2234,2631,3.29.2016,direct
2235,2631,4.27.2016,direct
2236,2631,5.27.2016,direct
2237,2631,6.26.2016,direct
2238,2631,7.25.2016,direct
2239,2631,8.23.2016,direct
2240,2631,9.21.2016,direct
2241,2631,10.20.2016,direct
2242,2631,11.18.2016,direct
2243,2631,12.17.2016,direct
2244,2641,3.27.2016,direct
2245,2641,4.25.2016,direct
2246,2641,5.24.2016,direct
2247,2641,6.23.2016,direct
2248,2641,7.22.2016,direct
2249,2641,8.20.2016,direct
2250,2641,9.19.2016,direct
2251,2641,10.19.2016,direct
2252,2641,11.17.2016,direct
2253,2641,12.16.2016,direct
2254,2651,4.21.2016,direct
2255,2651,5.21.2016,direct
2256,2651,6.19.2016,direct
2257,2651,7.19.2016,direct
2258,2651,8.17.2016,direct
2259,2651,9.16.2016,direct
2260,2651,10.15.2016,direct
2261,2651,11.13.2016,direct
2262,2661,6.2.2016,direct
2263,2661,7.2.2016,direct
2264,2661,7.31.2016,direct
2265,2661,8.30.2016,direct
2266,2661,9.28.2016,direct
2267,2661,10.27.2016,direct
2268,2661,11.25.2016,direct
2269,2661,12.24.2016,direct
2270,2671,12.17.2014,direct
2271,2671,1.15.2015,direct
2272,2671,2.13.2015,direct
2273,2671,3.14.2015,direct
2274,2671,4.12.2015,direct
2275,2671,5.11.2015,direct
2276,2671,6.9.2015,direct
2277,2671,7.9.2015,direct
2278,2671,8.8.2015,direct
2279,2671,9.7.2015,direct
2280,2671,10.7.2015,direct
2281,2671,11.6.2015,direct
2282,2671,12.6.2015,direct
2283,2671,1.4.2016,direct
2284,2671,2.2.2016,direct
2285,2671,3.2.2016,direct
2286,2671,4.1.2016,direct
2287,2671,4.30.2016,direct
2288,2671,5.30.2016,direct
2289,2671,6.29.2016,direct
2290,2671,7.29.2016,direct
2291,2671,8.27.2016,direct
2292,2671,9.25.2016,direct
2293,2671,10.25.2016,direct
2294,2671,11.23.2016,direct
2295,2671,12.23.2016,direct
2296,2681,3.27.2015,direct
2297,2681,4.26.2015,direct
2298,2681,5.25.2015,direct
2299,2681,6.24.2015,direct
2300,2681,7.24.2015,direct
2301,2681,8.22.2015,direct
2302,2681,9.21.2015,direct
2303,2681,10.20.2015,direct
2304,2681,11.19.2015,direct
2305,2681,12.19.2015,direct
2306,2681,1.18.2016,direct
2307,2681,2.16.2016,direct
2308,2681,3.17.2016,direct
2309,2681,4.16.2016,direct
2310,2681,5.15.2016,direct
2311,2681,6.13.2016,direct
2312,2681,7.12.2016,direct
2313,2681,8.10.2016,direct
2314,2681,9.9.2016,direct
2315,2681,10.9.2016,direct
2316,2681,11.8.2016,direct
2317,2681,12.8.2016,direct
2318,2691,8.12.2015,direct
2319,2691,9.11.2015,direct
2320,2691,10.10.2015,direct
2321,2691,11.9.2015,direct
2322,2691,12.9.2015,direct
2323,2691,1.7.2016,direct
2324,2691,2.6.2016,direct
2325,2691,3.7.2016,direct
2326,2691,4.5.2016,direct
2327,2691,5.5.2016,direct
2328,2691,6.3.2016,direct
2329,2691,7.3.2016,direct
2330,2691,8.1.2016,direct
2331,2691,8.30.2016,direct
2332,2691,9.29.2016,direct
2333,2691,10.29.2016,direct
2334,2691,11.28.2016,direct
2335,2691,12.28.2016,direct
2336,2701,11.24.2015,direct
2337,2701,12.24.2015,direct
2338,2701,1.23.2016,direct
2339,2701,2.22.2016,direct
2340,2701,3.22.2016,direct
2341,2701,4.20.2016,direct
2342,2701,5.20.2016,direct
2343,2701,6.19.2016,direct
2344,2701,7.18.2016,direct
2345,2701,8.16.2016,direct
2346,2701,9.15.2016,direct
2347,2701,10.14.2016,direct
2348,2701,11.12.2016,direct
2349,2701,12.11.2016,direct
2350,2711,4.19.2016,direct
2351,2711,5.19.2016,direct
2352,2711,6.18.2016,direct
2353,2711,7.17.2016,direct
2354,2711,8.16.2016,direct
2355,2711,9.14.2016,direct
2356,2711,10.13.2016,direct
2357,2711,11.12.2016,direct
2358,2711,12.11.2016,direct
2359,2721,11.15.2016,direct
2360,2721,12.15.2016,direct
2361,2731,12.8.2013,direct
2362,2731,1.7.2014,direct
2363,2731,2.5.2014,direct
2364,2731,3.6.2014,direct
2365,2731,4.5.2014,direct
2366,2731,5.5.2014,direct
2367,2731,6.4.2014,direct
2368,2731,7.4.2014,direct
2369,2731,8.3.2014,direct
2370,2731,9.1.2014,direct
2371,2731,9.30.2014,direct
2372,2731,10.29.2014,direct
2373,2731,11.27.2014,direct
2374,2731,12.27.2014,direct
2375,2731,1.25.2015,direct
2376,2731,2.23.2015,direct
2377,2731,3.24.2015,direct
2378,2731,4.22.2015,direct
2379,2731,5.22.2015,direct
2380,2731,6.21.2015,direct
2381,2731,7.20.2015,direct
2382,2731,8.18.2015,direct
2383,2731,9.17.2015,direct
2384,2731,10.17.2015,direct
2385,2731,11.15.2015,direct
2386,2731,12.14.2015,direct
2387,2731,1.13.2016,direct
2388,2731,2.12.2016,direct
2389,2731,3.12.2016,direct
2390,2731,4.10.2016,direct
2391,2731,5.9.2016,direct
2392,2731,6.8.2016,direct
2393,2731,7.8.2016,direct
2394,2731,8.7.2016,direct
2395,2731,9.5.2016,direct
2396,2731,10.5.2016,direct
2397,2731,11.3.2016,direct
2398,2731,12.2.2016,direct
2399,2731,12.31.2016,direct
2400,2741,7.19.2016,direct
2401,2741,8.18.2016,direct
2402,2741,9.17.2016,direct
2403,2741,10.17.2016,direct
2404,2741,11.16.2016,direct
2405,2741,12.15.2016,direct
2406,2751,10.28.2016,direct
2407,2751,11.26.2016,direct
2408,2751,12.26.2016,direct
2409,2761,10.12.2016,direct
2410,2761,11.11.2016,direct
2411,2761,12.10.2016,direct
2412,2771,12.19.2013,direct
2413,2771,1.18.2014,direct
2414,2771,2.16.2014,direct
2415,2771,3.18.2014,direct
2416,2781,12.10.2016,direct
2417,2791,10.28.2016,direct
2418,2791,11.27.2016,direct
2419,2791,12.26.2016,direct
2420,2801,3.7.2016,direct
2421,2801,4.5.2016,direct
2422,2801,5.5.2016,direct
2423,2801,6.3.2016,direct
2424,2801,7.3.2016,direct
2425,2811,10.1.2016,direct
2426,2811,10.30.2016,direct
2427,2811,11.28.2016,direct
2428,2811,12.27.2016,direct
2429,2821,7.31.2016,direct
2430,2821,8.29.2016,direct
2431,2821,9.27.2016,direct
2432,2821,10.26.2016,direct
2433,2821,11.24.2016,direct
2434,2821,12.23.2016,direct
2435,2831,4.26.2016,direct
2436,2831,5.25.2016,direct
2437,2831,6.23.2016,direct
2438,2831,7.22.2016,direct
2439,2831,8.20.2016,direct
2440,2831,9.18.2016,direct
2441,2831,10.18.2016,direct
2442,2831,11.17.2016,direct
2443,2831,12.16.2016,direct
2444,2841,1.9.2016,direct
2445,2841,2.8.2016,direct
2446,2841,3.9.2016,direct
2447,2841,4.8.2016,direct
2448,2841,5.8.2016,direct
2449,2841,6.6.2016,direct
2450,2841,7.6.2016,direct
2451,2841,8.5.2016,direct
2452,2841,9.4.2016,direct
2453,2841,10.3.2016,direct
2454,2841,11.1.2016,direct
2455,2841,11.30.2016,direct
2456,2841,12.30.2016,direct
2457,2851,12.8.2015,direct
2458,2851,1.6.2016,direct
2459,2851,2.5.2016,direct
2460,2851,3.5.2016,direct
2461,2851,4.3.2016,direct
2462,2851,5.2.2016,direct
2463,2851,5.31.2016,direct
2464,2851,6.30.2016,direct
2465,2851,7.29.2016,direct
2466,2851,8.28.2016,direct
2467,2851,9.26.2016,direct
2468,2851,10.26.2016,direct
2469,2851,11.25.2016,direct
2470,2851,12.24.2016,direct
2471,2861,12.4.2013,direct
2472,2861,1.2.2014,direct
2473,2861,2.1.2014,direct
2474,2861,3.3.2014,direct
2475,2861,4.1.2014,direct
2476,2861,4.30.2014,direct
2477,2861,5.30.2014,direct
2478,2861,6.29.2014,direct
2479,2861,7.28.2014,direct
2480,2861,8.27.2014,direct
2481,2861,9.25.2014,direct
2482,2861,10.24.2014,direct
2483,2861,11.23.2014,direct
2484,2861,12.22.2014,direct
2485,2861,1.20.2015,direct
2486,2861,2.19.2015,direct
2487,2861,3.21.2015,direct
2488,2861,4.19.2015,direct
2489,2861,5.18.2015,direct
2490,2861,6.16.2015,direct
2491,2861,7.16.2015,direct
2492,2861,8.14.2015,direct
2493,2861,9.12.2015,direct
2494,2861,10.12.2015,direct
2495,2861,11.10.2015,direct
2496,2861,12.10.2015,direct
2497,2861,1.8.2016,direct
2498,2861,2.6.2016,direct
2499,2861,3.7.2016,direct
2500,2861,4.6.2016,direct
2501,2861,5.6.2016,direct
2502,2861,6.4.2016,direct
2503,2861,7.3.2016,direct
2504,2861,8.2.2016,direct
2505,2861,8.31.2016,direct
2506,2861,9.29.2016,direct
2507,2861,10.28.2016,direct
2508,2861,11.26.2016,direct
2509,2861,12.26.2016,direct
2510,2871,12.14.2013,direct
2511,2871,1.12.2014,direct
2512,2871,2.10.2014,direct
2513,2871,3.11.2014,direct
2514,2871,4.9.2014,direct
2515,2871,5.9.2014,direct
2516,2871,6.7.2014,direct
2517,2871,7.7.2014,direct
2518,2871,8.6.2014,direct
2519,2871,9.4.2014,direct
2520,2871,10.4.2014,direct
2521,2871,11.3.2014,direct
2522,2871,12.3.2014,direct
2523,2871,1.1.2015,direct
2524,2871,1.31.2015,direct
2525,2871,3.1.2015,direct
2526,2871,3.30.2015,direct
2527,2871,4.29.2015,direct
2528,2871,5.28.2015,direct
2529,2871,6.26.2015,direct
2530,2871,7.25.2015,direct
2531,2871,8.23.2015,direct
2532,2871,9.22.2015,direct
2533,2871,10.21.2015,direct
2534,2871,11.20.2015,direct
2535,2871,12.20.2015,direct
2536,2871,1.18.2016,direct
2537,2871,2.17.2016,direct
2538,2871,3.17.2016,direct
2539,2871,4.16.2016,direct
2540,2871,5.16.2016,direct
2541,2871,6.14.2016,direct
2542,2871,7.13.2016,direct
2543,2871,8.11.2016,direct
2544,2871,9.9.2016,direct
2545,2871,10.9.2016,direct
2546,2871,11.8.2016,direct
2547,2871,12.8.2016,direct
2548,2881,12.22.2013,direct
2549,2881,1.21.2014,direct
2550,2881,2.20.2014,direct
2551,2881,3.21.2014,direct
2552,2881,4.19.2014,direct
2553,2881,5.19.2014,direct
2554,2881,6.18.2014,direct
2555,2881,7.18.2014,direct
2556,2881,8.16.2014,direct
2557,2881,9.14.2014,direct
2558,2881,10.14.2014,direct
2559,2881,11.12.2014,direct
2560,2881,12.11.2014,direct
2561,2881,1.10.2015,direct
2562,2881,2.9.2015,direct
2563,2881,3.11.2015,direct
2564,2881,4.9.2015,direct
2565,2881,5.9.2015,direct
2566,2881,6.7.2015,direct
2567,2881,7.6.2015,direct
2568,2881,8.5.2015,direct
2569,2881,9.4.2015,direct
2570,2881,10.3.2015,direct
2571,2881,11.2.2015,direct
2572,2881,12.2.2015,direct
2573,2881,1.1.2016,direct
2574,2881,1.30.2016,direct
2575,2881,2.28.2016,direct
2576,2881,3.28.2016,direct
2577,2881,4.27.2016,direct
2578,2881,5.27.2016,direct
2579,2881,6.25.2016,direct
2580,2881,7.25.2016,direct
2581,2881,8.23.2016,direct
2582,2881,9.22.2016,direct
2583,2881,10.22.2016,direct
2584,2881,11.21.2016,direct
2585,2881,12.20.2016,direct
2586,2891,11.10.2016,direct
2587,2891,12.9.2016,direct
2588,2901,3.8.2016,direct
2589,2901,4.6.2016,direct
2590,2901,5.5.2016,direct
2591,2901,6.3.2016,direct
2592,2901,7.2.2016,direct
2593,2901,7.31.2016,direct
2594,2901,8.30.2016,direct
2595,2901,9.28.2016,direct
2596,2901,10.28.2016,direct
2597,2901,11.26.2016,direct
2598,2901,12.26.2016,direct
2599,2911,12.10.2015,direct
2600,2911,1.9.2016,direct
2601,2911,2.8.2016,direct
2602,2911,3.9.2016,direct
2603,2911,4.8.2016,direct
2604,2911,5.7.2016,direct
2605,2911,6.5.2016,direct
2606,2911,7.4.2016,direct
2607,2911,8.3.2016,direct
2608,2911,9.1.2016,direct
2609,2911,10.1.2016,direct
2610,2911,10.30.2016,direct
2611,2911,11.29.2016,direct
2612,2911,12.29.2016,direct
2613,2921,3.22.2016,direct
2614,2921,4.21.2016,direct
2615,2921,5.21.2016,direct
2616,2921,6.20.2016,direct
2617,2921,7.19.2016,direct
2618,2921,8.17.2016,direct
2619,2921,9.16.2016,direct
2620,2921,10.16.2016,direct
2621,2921,11.15.2016,direct
2622,2921,12.14.2016,direct
2623,2931,12.18.2013,direct
2624,2931,1.16.2014,direct
2625,2931,2.14.2014,direct
2626,2931,3.15.2014,direct
2627,2931,4.14.2014,direct
2628,2931,5.13.2014,direct
2629,2931,6.11.2014,direct
2630,2931,7.10.2014,direct
2631,2931,8.8.2014,direct
2632,2931,9.6.2014,direct
2633,2931,10.5.2014,direct
2634,2931,11.3.2014,direct
2635,2931,12.2.2014,direct
2636,2931,12.31.2014,direct
2637,2931,1.30.2015,direct
2638,2931,2.28.2015,direct
2639,2931,3.29.2015,direct
2640,2931,4.28.2015,direct
2641,2931,5.27.2015,direct
2642,2931,6.25.2015,direct
2643,2931,7.25.2015,direct
2644,2931,8.23.2015,direct
2645,2931,9.22.2015,direct
2646,2931,10.22.2015,direct
2647,2931,11.20.2015,direct
2648,2931,12.19.2015,direct
2649,2931,1.18.2016,direct
2650,2931,2.17.2016,direct
2651,2931,3.18.2016,direct
2652,2931,4.16.2016,direct
2653,2931,5.16.2016,direct
2654,2931,6.14.2016,direct
2655,2931,7.14.2016,direct
2656,2931,8.13.2016,direct
2657,2931,9.12.2016,direct
2658,2931,10.11.2016,direct
2659,2931,11.10.2016,direct
2660,2931,12.9.2016,direct
2661,2941,12.28.2016,direct
2662,2951,12.22.2015,direct
2663,2951,1.20.2016,direct
2664,2951,2.18.2016,direct
2665,2951,3.19.2016,direct
2666,2951,4.17.2016,direct
2667,2951,5.16.2016,direct
2668,2951,6.15.2016,direct
2669,2951,7.15.2016,direct
2670,2951,8.14.2016,direct
2671,2951,9.13.2016,direct
2672,2951,10.12.2016,direct
2673,2951,11.10.2016,direct
2674,2951,12.10.2016,direct
2675,2961,8.13.2016,direct
2676,2961,9.11.2016,direct
2677,2961,10.10.2016,direct
2678,2961,11.8.2016,direct
2679,2961,12.7.2016,direct
2680,2971,12.30.2013,direct
2681,2971,1.29.2014,direct
2682,2971,2.27.2014,direct
2683,2971,3.29.2014,direct
2684,2971,4.27.2014,direct
2685,2971,5.27.2014,direct
2686,2971,6.25.2014,direct
2687,2971,7.25.2014,direct
2688,2971,8.24.2014,direct
2689,2971,9.22.2014,direct
2690,2971,10.21.2014,direct
2691,2971,11.20.2014,direct
2692,2971,12.19.2014,direct
2693,2971,1.18.2015,direct
2694,2971,2.16.2015,direct
2695,2971,3.18.2015,direct
2696,2971,4.17.2015,direct
2697,2971,5.16.2015,direct
2698,2981,8.4.2016,direct
2699,2981,9.2.2016,direct
2700,2981,10.1.2016,direct
2701,2981,10.31.2016,direct
2702,2981,11.30.2016,direct
2703,2981,12.30.2016,direct
2704,2991,3.1.2016,direct
2705,2991,3.31.2016,direct
2706,2991,4.30.2016,direct
2707,2991,5.29.2016,direct
2708,2991,6.28.2016,direct
2709,2991,7.28.2016,direct
2710,2991,8.26.2016,direct
2711,2991,9.24.2016,direct
2712,2991,10.23.2016,direct
2713,2991,11.21.2016,direct
2714,2991,12.21.2016,direct
2715,3001,1.21.2016,direct
2716,3001,2.20.2016,direct
2717,3001,3.21.2016,direct
2718,3001,4.20.2016,direct
2719,3001,5.20.2016,direct
2720,3001,6.18.2016,direct
2721,3001,7.17.2016,direct
2722,3001,8.15.2016,direct
2723,3001,9.14.2016,direct
2724,3001,10.13.2016,direct
2725,3001,11.11.2016,direct
2726,3001,12.10.2016,direct
2727,3011,5.23.2016,direct
2728,3021,12.3.2016,direct
2729,3031,4.11.2016,direct
2730,3031,5.11.2016,direct
2731,3031,6.10.2016,direct
2732,3031,7.9.2016,direct
2733,3031,8.8.2016,direct
2734,3031,9.6.2016,direct
2735,3031,10.6.2016,direct
2736,3031,11.4.2016,direct
2737,3031,12.3.2016,direct
2738,3031,1.1.2017,direct
2739,3041,3.10.2016,direct
2740,3041,4.8.2016,direct
2741,3041,5.7.2016,direct
2742,3041,6.6.2016,direct
2743,3041,7.6.2016,direct
2744,3041,8.4.2016,direct
2745,3041,9.3.2016,direct
2746,3041,10.2.2016,direct
2747,3041,10.31.2016,direct
2748,3041,11.30.2016,direct
2749,3041,12.29.2016,direct
2750,3051,12.17.2013,direct
2751,3051,1.15.2014,direct
2752,3051,2.13.2014,direct
2753,3051,3.15.2014,direct
2754,3051,4.13.2014,direct
2755,3051,5.12.2014,direct
2756,3051,6.10.2014,direct
2757,3051,7.10.2014,direct
2758,3051,8.8.2014,direct
2759,3051,9.6.2014,direct
2760,3051,10.6.2014,direct
2761,3051,11.4.2014,direct
2762,3051,12.4.2014,direct
2763,3051,1.3.2015,direct
2764,3051,2.1.2015,direct
2765,3051,3.3.2015,direct
2766,3051,4.1.2015,direct
2767,3051,5.1.2015,direct
2768,3051,5.30.2015,direct
2769,3051,6.29.2015,direct
2770,3051,7.29.2015,direct
2771,3051,8.27.2015,direct
2772,3051,9.25.2015,direct
2773,3051,10.25.2015,direct
2774,3051,11.23.2015,direct
2775,3051,12.22.2015,direct
2776,3051,1.20.2016,direct
2777,3051,2.18.2016,direct
2778,3051,3.19.2016,direct
2779,3051,4.18.2016,direct
2780,3051,5.18.2016,direct
2781,3051,6.16.2016,direct
2782,3051,7.15.2016,direct
2783,3051,8.13.2016,direct
2784,3051,9.11.2016,direct
2785,3051,10.10.2016,direct
2786,3051,11.9.2016,direct
2787,3051,12.8.2016,direct
2788,3061,2.6.2015,direct
2789,3061,3.7.2015,direct
2790,3061,4.6.2015,direct
2791,3061,5.6.2015,direct
2792,3061,6.4.2015,direct
2793,3061,7.4.2015,direct
2794,3061,8.3.2015,direct
2795,3061,9.1.2015,direct
2796,3061,10.1.2015,direct
2797,3061,10.30.2015,direct
2798,3061,11.29.2015,direct
2799,3061,12.29.2015,direct
2800,3061,1.28.2016,direct
2801,3061,2.27.2016,direct
2802,3061,3.27.2016,direct
2803,3061,4.25.2016,direct
2804,3061,5.24.2016,direct
2805,3061,6.22.2016,direct
2806,3061,7.22.2016,direct
2807,3061,8.20.2016,direct
2808,3061,9.18.2016,direct
2809,3061,10.17.2016,direct
2810,3061,11.15.2016,direct
2811,3061,12.15.2016,direct
2812,3071,12.27.2016,direct
2813,3081,5.22.2016,direct
2814,3081,6.21.2016,direct
2815,3081,7.20.2016,direct
2816,3081,8.19.2016,direct
2817,3081,9.18.2016,direct
2818,3081,10.17.2016,direct
2819,3081,11.16.2016,direct
2820,3081,12.16.2016,direct
2821,3091,12.4.2016,direct
2822,3101,12.31.2013,direct
2823,3101,1.29.2014,direct
2824,3101,2.27.2014,direct
2825,3101,3.29.2014,direct
2826,3101,4.27.2014,direct
2827,3101,5.27.2014,direct
2828,3111,6.20.2015,direct
2829,3111,7.19.2015,direct
2830,3111,8.17.2015,direct
2831,3111,9.15.2015,direct
2832,3111,10.14.2015,direct
2833,3111,11.12.2015,direct
2834,3111,12.12.2015,direct
2835,3111,1.10.2016,direct
2836,3111,2.9.2016,direct
2837,3111,3.9.2016,direct
2838,3111,4.7.2016,direct
2839,3111,5.6.2016,direct
2840,3111,6.4.2016,direct
2841,3111,7.4.2016,direct
2842,3111,8.2.2016,direct
2843,3111,8.31.2016,direct
2844,3111,9.30.2016,direct
2845,3111,10.30.2016,direct
2846,3111,11.28.2016,direct
2847,3111,12.27.2016,direct
2848,3121,2.7.2016,direct
2849,3121,3.7.2016,direct
2850,3121,4.5.2016,direct
2851,3121,5.5.2016,direct
2852,3121,6.3.2016,direct
2853,3121,7.3.2016,direct
2854,3121,8.2.2016,direct
2855,3121,8.31.2016,direct
2856,3121,9.29.2016,direct
2857,3121,10.29.2016,direct
2858,3121,11.27.2016,direct
2859,3121,12.26.2016,direct
2860,3131,3.1.2016,direct
2861,3131,3.30.2016,direct
2862,3131,4.28.2016,direct
2863,3131,5.28.2016,direct
2864,3131,6.26.2016,direct
2865,3131,7.26.2016,direct
2866,3131,8.24.2016,direct
2867,3131,9.22.2016,direct
2868,3131,10.22.2016,direct
2869,3131,11.21.2016,direct
2870,3131,12.21.2016,direct
2871,3141,12.8.2013,direct
2872,3141,1.6.2014,direct
2873,3141,2.4.2014,direct
2874,3141,3.5.2014,direct
2875,3141,4.4.2014,direct
2876,3141,5.4.2014,direct
2877,3141,6.2.2014,direct
2878,3141,7.1.2014,direct
2879,3141,7.30.2014,direct
2880,3141,8.28.2014,direct
2881,3141,9.27.2014,direct
2882,3141,10.26.2014,direct
2883,3141,11.24.2014,direct
2884,3141,12.24.2014,direct
2885,3141,1.23.2015,direct
2886,3141,2.21.2015,direct
2887,3141,3.22.2015,direct
2888,3141,4.21.2015,direct
2889,3141,5.21.2015,direct
2890,3141,6.20.2015,direct
2891,3141,7.19.2015,direct
2892,3141,8.17.2015,direct
2893,3141,9.16.2015,direct
2894,3141,10.16.2015,direct
2895,3141,11.15.2015,direct
