expense_id,route_id,date,type,amount_eur,description
4727,1984,2024-02-27,Maintenance,82.42,Building wait teach stay.
4728,13691,2024-10-05,Fine,367.17,Young tonight include can news within.
4729,13691,2024-10-02,Toll,61.07,Eye spend rest election fill action.
4730,9664,2023-06-30,Fuel,325.63,Then together off clear else newspaper.
4731,9664,2023-06-28,Other,371.91,Executive pull law huge.
4732,9664,2023-06-28,Fuel,323.36,Ago pay north yeah set.
4733,9664,2023-06-28,Fuel,179.91,Our artist pass hour lot step.
4734,1484,2023-09-04,Fine,316.4,Day than reveal upon last professor.
4735,2519,2023-12-10,Fuel,110.99,Middle next green whose direction vote.
4736,2519,2023-12-10,Maintenance,447.09,Item such change performance feel protect.
4737,9732,2023-05-23,Fine,422.27,Top occur why put rule act.
4738,9732,2023-05-23,Other,441.35,He industry here market.
4739,9732,2023-05-25,Fuel,317.99,Discover process lot level line fear.
4740,9732,2023-05-25,Other,312.46,Former spring development stop.
4741,3296,2023-03-28,Other,102.9,Learn energy suffer easy reflect.
4742,3296,2023-03-28,Maintenance,156.45,Miss how truth minute occur.
4743,3296,2023-03-29,Toll,287.23,Back artist realize.
4744,4966,2024-10-23,Toll,126.5,Audience force reveal voice.
4745,4966,2024-10-23,Other,103.44,Tonight turn parent perhaps already.
4746,11466,2024-03-13,Fuel,252.83,Recognize important for trial particular gas.
4747,9797,2023-07-07,Toll,480.56,Go area someone officer happy speak.
4748,9797,2023-07-05,Fine,82.69,Pay determine four.
4749,9797,2023-07-07,Other,104.77,Street decision behavior best concern stuff.
4750,9797,2023-07-09,Toll,155.0,Race notice at form knowledge.
4751,7802,2024-11-30,Other,127.23,Road their take wife a factor.
4752,7802,2024-12-01,Other,82.92,Mother least memory still level those.
4753,7638,2023-09-13,Other,123.02,Sometimes necessary toward seven hour.
4754,7638,2023-09-12,Other,314.47,Fill family soon out bank clearly.
4755,7638,2023-09-12,Maintenance,307.85,Head rock economic point.
4756,7638,2023-09-12,Maintenance,405.97,Must market yes reflect might.
4757,8726,2024-07-26,Fuel,143.45,Use represent go cost.
4758,8726,2024-07-29,Toll,288.43,Nice create five his bit.
4759,8726,2024-07-29,Other,333.66,Main majority whom.
4760,8726,2024-07-26,Other,474.5,From play campaign couple ok.
4761,3653,2024-07-20,Toll,353.47,Go model born author.
4762,3653,2024-07-20,Fine,414.51,Himself three why whole than.
4763,3653,2024-07-23,Other,55.69,Explain early hospital.
4764,3653,2024-07-24,Fine,294.16,Weight right thousand change safe whom.
4765,5958,2023-08-30,Fuel,247.84,Tell usually less almost.
4766,5958,2023-09-03,Maintenance,218.55,Loss foreign we national claim project need.
4767,5958,2023-09-02,Toll,94.45,Discussion human to.
4768,5958,2023-09-02,Other,453.01,No message method.
4769,4904,2023-11-14,Fine,217.91,Agent low important.
4770,4904,2023-11-12,Other,74.03,Tell spring city enough.
4771,4904,2023-11-11,Fine,322.55,Paper out more everyone crime follow.
4772,4904,2023-11-12,Maintenance,137.37,Drug cause able federal court.
4773,10666,2024-02-19,Fine,294.58,Mind indeed huge.
4774,10666,2024-02-19,Maintenance,456.8,Shake popular example.
4775,8072,2023-06-22,Other,281.21,Owner vote son fill.
4776,12305,2023-03-07,Fuel,44.42,Heavy church send every perhaps concern.
4777,12305,2023-03-05,Maintenance,483.35,Occur important our risk lay company.
4778,12305,2023-03-06,Fine,98.97,Range food lawyer such foot ask.
4779,13782,2024-04-21,Other,74.08,Together generation network more if top.
4780,13782,2024-04-21,Fine,308.62,Day along call.
4781,7008,2024-09-17,Other,414.78,What fund hot author now space.
4782,7008,2024-09-21,Fuel,390.83,Large for action back series stock.
4783,7008,2024-09-21,Other,190.22,Skin ground win American get.
4784,9058,2023-11-11,Other,487.4,Vote like reveal.
4785,9058,2023-11-13,Toll,332.32,Allow example we let eye.
4786,9058,2023-11-13,Fine,91.05,Move can summer nothing.
4787,11716,2024-11-05,Fuel,229.71,Bag blood as this break west.
4788,11716,2024-11-07,Toll,417.58,He line every.
4789,11716,2024-11-04,Fine,477.25,Develop source several home article.
4790,1859,2023-11-21,Fine,129.81,Say minute idea good follow her expert.
4791,1859,2023-11-22,Toll,126.0,Television management Mr.
4792,1859,2023-11-22,Fine,320.74,Happy able TV memory number.
4793,1200,2024-10-22,Maintenance,208.42,Each six beyond.
4794,1200,2024-10-20,Toll,392.53,Drive book base.
4795,4986,2024-04-15,Other,26.38,Talk power experience.
4796,4986,2024-04-18,Other,37.41,Thank scene culture right.
4797,7110,2024-11-26,Maintenance,118.55,Production administration whatever close rise we.
4798,7110,2024-11-25,Fuel,235.92,Ask other heavy identify tend learn.
4799,4709,2023-06-13,Maintenance,312.13,Film themselves trouble.
4800,4709,2023-06-12,Other,192.54,Anyone subject step method.
4801,4709,2023-06-13,Fuel,436.06,Will series gas own guess.
4802,248,2024-04-21,Other,274.59,Along collection street.
4803,248,2024-04-23,Fine,78.23,World weight include prepare.
4804,248,2024-04-25,Fine,79.3,Tend on should form debate.
4805,248,2024-04-24,Toll,361.58,Region father weight perhaps environment.
4806,11855,2024-08-06,Toll,379.14,Chance toward billion lawyer wonder.
4807,11855,2024-08-06,Fuel,388.37,Feel oil and hotel admit.
4808,11855,2024-08-07,Fuel,142.71,Else animal military decide miss something.
4809,7783,2024-03-17,Toll,356.04,But item ok free pick important.
4810,7783,2024-03-14,Fuel,496.55,Church century kid nation.
4811,7783,2024-03-16,Fuel,247.48,Draw parent apply my pressure.
4812,7783,2024-03-14,Fuel,304.26,Then fine use.
4813,14467,2023-12-12,Other,447.57,Similar partner if everybody television.
4814,11402,2024-03-21,Maintenance,483.62,His condition assume.
4815,11402,2024-03-22,Toll,184.84,Around others marriage north agreement.
4816,11402,2024-03-21,Fine,230.73,Expect history speak outside.
4817,11402,2024-03-19,Maintenance,432.56,Adult success brother.
4818,11703,2023-04-12,Fuel,478.78,Land modern back.
4819,2620,2024-01-18,Fine,302.8,Set should across idea.
4820,2620,2024-01-15,Fine,338.47,Prepare across stop interview machine.
4821,2620,2024-01-19,Fine,412.28,Community should common type drop nice.
4822,8452,2024-03-16,Fine,278.1,Couple event just seek kitchen meeting.
4823,8452,2024-03-16,Fine,239.06,Include school author professor center follow.
4824,8452,2024-03-17,Other,417.09,President me mention rise few rock.
4825,8452,2024-03-16,Fine,344.21,House I whether say.
4826,10803,2024-11-30,Other,70.19,Ten debate would report add.
4827,10803,2024-11-29,Toll,208.92,Whole bank drop middle source expert.
4828,10803,2024-11-30,Toll,479.14,School money huge safe.
4829,10803,2024-11-28,Toll,129.7,Pay top friend attorney focus.
4830,3551,2023-03-07,Other,290.09,Standard political there glass but.
4831,3551,2023-03-07,Other,55.17,Ground face only daughter.
4832,3551,2023-03-09,Other,329.8,Garden see foot level.
4833,47,2023-08-06,Other,272.27,Nature direction professor pretty account suddenly.
4834,47,2023-08-07,Fuel,64.96,Two sit peace his Democrat experience.
4835,47,2023-08-06,Fuel,20.4,Size art fall subject stage.
4836,47,2023-08-05,Fine,418.17,Race often school number back whole.
4837,512,2024-12-23,Other,495.98,Class challenge sound story.
4838,512,2024-12-24,Fuel,276.55,Upon one such energy.
4839,512,2024-12-25,Other,143.06,Various pretty international.
4840,2617,2024-03-28,Toll,268.33,Style clear look resource owner business.
4841,2617,2024-03-28,Fuel,177.69,Surface entire live.
4842,2617,2024-03-28,Fuel,376.14,This economy arrive.
4843,2617,2024-03-30,Maintenance,180.45,You alone think something point kind.
4844,3959,2024-05-26,Fine,476.66,Paper my whole friend.
4845,3959,2024-05-26,Fuel,399.28,Magazine brother former especially my improve.
4846,3959,2024-05-28,Toll,42.92,Teacher these major of perhaps.
4847,14521,2023-03-22,Fuel,139.01,Even between pull almost forward.
4848,13702,2023-07-28,Other,154.83,Media result check strategy if choose.
4849,13702,2023-08-01,Toll,214.5,Picture often thank.
4850,6922,2024-05-23,Fuel,76.41,New commercial third show president middle.
4851,6922,2024-05-23,Fuel,85.32,Case rest cause our organization.
4852,6922,2024-05-23,Maintenance,32.72,Yeah myself service sport.
4853,6922,2024-05-24,Fuel,170.0,Speak identify also amount pattern.
4854,9149,2023-04-16,Fine,496.92,Business civil Republican system.
4855,9149,2023-04-15,Maintenance,381.33,Measure no also guy management describe.
4856,9149,2023-04-12,Fine,237.86,See I sit watch.
4857,9149,2023-04-13,Maintenance,59.92,Medical parent middle.
4858,13869,2024-04-02,Fuel,104.83,Mind key federal employee.
4859,13869,2024-04-02,Toll,175.02,Identify magazine could.
4860,13869,2024-04-02,Fuel,321.98,Know could mission maintain free.
4861,13869,2024-04-01,Fuel,190.81,Because art indeed father other federal.
4862,14017,2023-09-17,Maintenance,365.58,Result herself save goal.
4863,14017,2023-09-14,Other,202.1,Wife power analysis marriage draw loss.
4864,14017,2023-09-14,Other,452.76,Parent list race may.
4865,14017,2023-09-14,Maintenance,440.99,Close cover remain.
4866,9017,2023-02-03,Maintenance,180.26,Parent line window.
4867,9017,2023-02-03,Maintenance,115.46,Project agency go wind.
4868,9017,2023-02-04,Other,452.35,So than cost bar ball.
4869,10561,2023-08-30,Toll,419.38,Win international alone.
4870,10561,2023-08-28,Fine,162.29,Sign significant school food.
4871,10561,2023-08-31,Fuel,265.96,Allow base player language quality individual.
4872,10561,2023-08-28,Maintenance,422.67,Few song toward.
4873,13466,2023-06-16,Fuel,80.19,Attention cell describe chair.
4874,13466,2023-06-18,Toll,301.73,Suffer institution miss economy radio without.
4875,13466,2023-06-19,Other,348.35,Authority time poor.
4876,13466,2023-06-20,Maintenance,333.57,Movement score case move remain.
4877,8521,2023-01-18,Other,488.82,Stay product baby painting give.
4878,8521,2023-01-20,Toll,275.43,Place manage message language help president.
4879,8521,2023-01-21,Toll,84.94,Book law note.
4880,8521,2023-01-19,Other,270.38,Fine and fight source knowledge.
4881,3657,2024-03-06,Fine,49.3,Better involve table seem.
4882,3657,2024-03-10,Fuel,79.79,Offer not rule hear Republican imagine.
4883,3657,2024-03-08,Other,488.54,Onto perform way.
4884,8730,2023-01-15,Maintenance,380.99,Interview official health reason tell.
4885,8730,2023-01-18,Toll,198.82,Everybody program particularly.
4886,8730,2023-01-19,Fine,249.89,Individual baby moment significant.
4887,8730,2023-01-15,Maintenance,360.81,Situation threat need safe big no.
4888,1990,2023-12-18,Maintenance,332.25,Test animal arm physical here.
4889,1990,2023-12-17,Fuel,124.27,Book happen only.
4890,1990,2023-12-14,Other,68.61,Upon performance similar language good bar.
4891,1990,2023-12-14,Other,338.53,Help carry modern.
4892,9973,2024-05-18,Maintenance,487.15,Popular myself standard stuff fire body.
4893,3376,2024-08-06,Maintenance,347.56,Strong add society control feel senior.
4894,3376,2024-08-07,Fuel,338.68,Better happen little.
4895,3376,2024-08-10,Fuel,99.68,Drug include itself.
4896,6312,2024-07-22,Toll,387.38,Sort note together degree.
4897,6312,2024-07-21,Fine,431.12,Bank arm also sing.
4898,6312,2024-07-18,Maintenance,196.44,Matter matter national call easy.
4899,6312,2024-07-20,Other,43.08,Outside probably take.
4900,11859,2023-06-05,Fuel,152.3,Term develop know.
4901,11859,2023-06-05,Fine,58.42,Point morning once home defense fine.
4902,11859,2023-06-07,Other,97.08,Near force response.
4903,136,2024-08-28,Toll,206.64,They indeed course appear.
4904,136,2024-08-31,Fine,127.5,Budget coach draw increase.
4905,136,2024-08-31,Fine,94.88,Miss lead ever low writer.
4906,136,2024-08-29,Fine,145.92,Task move accept area late to.
4907,432,2023-05-30,Toll,246.0,Read rather always participant easy democratic.
4908,432,2023-06-01,Fine,27.09,View against as first whatever.
4909,432,2023-05-29,Maintenance,318.28,Worry ok animal.
4910,2936,2023-07-11,Fuel,366.89,Research natural job mention clearly before.
4911,9591,2024-11-06,Maintenance,162.4,Attack entire room.
4912,9591,2024-11-07,Other,111.8,Administration either present behind.
4913,4296,2024-11-24,Fuel,346.73,Trade already different stock hear final.
4914,4296,2024-11-24,Fine,137.4,Total easy industry growth save.
4915,4296,2024-11-24,Other,177.28,Hot sister skill minute middle popular.
4916,14131,2024-08-23,Toll,407.12,Understand support do thus say.
4917,14131,2024-08-25,Fuel,177.94,Determine unit group could police.
4918,14131,2024-08-24,Fuel,251.52,Cover personal enter minute culture.
4919,14131,2024-08-24,Fuel,30.99,Tell good shake blood.
4920,10981,2024-03-08,Other,392.41,Way level civil last be.
4921,10981,2024-03-06,Toll,395.54,Identify type chance prove forget happy.
4922,10981,2024-03-06,Maintenance,87.89,Six decade sign form.
4923,1044,2023-02-09,Fine,116.51,Picture once six sort.
4924,1044,2023-02-11,Maintenance,416.66,Risk maybe these training.
4925,13953,2024-09-21,Toll,405.66,Forget season first ahead.
4926,13953,2024-09-23,Fuel,49.48,Nation return myself police between tree social.
4927,13953,2024-09-20,Other,385.53,Class always bed.
4928,1958,2023-07-28,Maintenance,56.04,Prepare none federal sit crime.
4929,1958,2023-07-30,Other,487.35,Show local sell market lot goal.
4930,1958,2023-07-29,Maintenance,133.06,Daughter investment drive.
4931,12986,2024-11-25,Fine,176.58,Worker through page student talk.
4932,1086,2024-03-30,Maintenance,211.53,Enough oil price pattern.
4933,1086,2024-03-30,Other,135.65,Her site floor person.
4934,1086,2024-03-30,Fine,457.17,Bar rich eight conference with.
4935,9452,2024-10-29,Fine,226.57,Make standard on audience others.
4936,2989,2024-11-25,Other,365.19,Television cover address.
4937,2989,2024-11-25,Other,230.42,Over or front doctor shoulder.
4938,6606,2024-08-17,Toll,278.29,Car bed piece start national.
4939,6606,2024-08-18,Maintenance,296.31,Understand subject meeting story end scientist.
4940,6606,2024-08-20,Other,313.55,Fast budget enter.
4941,9458,2024-10-14,Other,224.03,Pay pressure anything.
4942,9458,2024-10-11,Maintenance,291.03,Term economy suddenly interest leg thing.
4943,9458,2024-10-14,Other,38.21,Side bit prevent.
4944,14327,2023-07-22,Maintenance,226.74,Shoulder certainly Democrat.
4945,8696,2024-12-14,Maintenance,244.44,Evening unit action while.
4946,8696,2024-12-12,Other,395.1,Economy ability policy operation decision recently.
4947,8696,2024-12-16,Toll,121.02,Across possible citizen spring cost similar certain.
4948,8696,2024-12-13,Fuel,339.73,Couple language need.
4949,10435,2023-12-06,Other,275.26,Step mean board school.
4950,10435,2023-12-08,Fine,206.46,Modern store imagine toward.
4951,5801,2024-07-30,Fuel,117.93,Assume option wait deep.
4952,1352,2023-04-24,Maintenance,252.58,Purpose bill radio.
4953,1352,2023-04-24,Maintenance,473.93,Accept pressure memory.
4954,1352,2023-04-22,Toll,68.44,Education thousand least plan.
4955,10586,2024-04-23,Fine,217.17,Little second least energy.
4956,10586,2024-04-22,Toll,87.61,Mrs cold somebody.
4957,10586,2024-04-23,Maintenance,52.4,Rest save book admit.
4958,7922,2024-01-14,Toll,33.32,Minute send charge win.
4959,7922,2024-01-15,Fuel,290.31,Community positive sell.
4960,7922,2024-01-12,Fuel,342.55,Someone these less.
4961,7922,2024-01-14,Other,386.29,Student green break.
4962,1489,2024-12-23,Toll,492.98,Relate kitchen respond institution trip.
4963,1489,2024-12-24,Toll,190.89,Upon rich either vote.
4964,1489,2024-12-22,Toll,166.34,Off expert generation of sense.
4965,6845,2023-10-25,Toll,96.01,Continue later enjoy phone month.
4966,6845,2023-10-26,Fine,394.8,Professor minute be.
4967,6845,2023-10-23,Fuel,404.94,Sing later man rock.
4968,6845,2023-10-22,Toll,434.97,Begin tend usually.
4969,4238,2024-11-07,Other,395.81,Wish little no level reach student.
4970,4238,2024-11-04,Toll,331.29,Evening Democrat first environmental color world.
4971,4238,2024-11-06,Fuel,488.0,Everything order meeting tonight personal exist.
4972,4238,2024-11-04,Maintenance,38.26,Structure change this short.
4973,3922,2024-10-19,Fine,231.14,Particularly run night middle.
4974,3922,2024-10-17,Maintenance,363.62,Politics start actually personal.
4975,3922,2024-10-16,Other,445.39,Crime sister wrong ability cause last.
4976,2020,2023-06-22,Toll,268.57,Cup which section article maybe.
4977,2020,2023-06-19,Toll,101.11,College threat federal.
4978,3022,2024-12-07,Maintenance,483.15,Receive radio practice month every gas.
4979,3022,2024-12-11,Fuel,30.37,Small free go yes.
4980,3022,2024-12-10,Maintenance,278.61,Scene must star least.
4981,9887,2023-05-01,Toll,411.11,That accept expect computer.
4982,9887,2023-04-30,Fine,432.35,Effort ground outside indicate him in.
4983,9887,2023-05-02,Other,203.59,Could challenge edge lose media.
4984,9887,2023-04-30,Other,316.97,Its not house maintain.
4985,10741,2023-07-19,Other,226.98,Today place much.
4986,275,2024-11-02,Toll,450.74,Around professor blood recent.
4987,275,2024-11-06,Other,271.5,Improve expect reach.
4988,7202,2023-10-25,Fine,418.58,Eye manage young strong.
4989,7202,2023-10-24,Other,82.29,Pull detail speak personal.
4990,7202,2023-10-22,Fuel,111.46,Whatever security far within foreign.
4991,7202,2023-10-21,Fine,105.18,Statement fall drive.
4992,5413,2024-05-20,Other,151.72,Industry forward economic company hand.
4993,5413,2024-05-21,Toll,69.68,Man rate attorney garden house cultural though.
4994,5413,2024-05-20,Fuel,224.64,Crime left produce.
4995,5413,2024-05-20,Maintenance,428.42,Run soldier again.
4996,12189,2023-05-24,Other,380.31,Direction civil public rise.
4997,12189,2023-05-23,Other,108.36,Best news adult.
4998,12189,2023-05-26,Fuel,355.9,Set moment ever.
4999,201,2023-04-20,Maintenance,357.12,Skin house own where career.
5000,11735,2024-06-28,Fuel,147.73,Lot network talk.
5001,11735,2024-06-25,Fine,290.05,Red already meeting quite among use.
5002,11735,2024-06-25,Fine,167.88,Discuss thousand car medical present art.
5003,5380,2023-02-12,Fuel,177.87,Short foot thought early believe author.
5004,5380,2023-02-09,Maintenance,138.09,Parent soldier hour one.
5005,5380,2023-02-08,Toll,123.48,Account body sister choice.
5006,5380,2023-02-12,Other,223.87,Interest table threat in.
5007,4095,2024-05-16,Other,253.87,That Mrs effort scientist if.
5008,4095,2024-05-19,Fine,347.29,Box manager she.
5009,4095,2024-05-18,Maintenance,227.37,Likely treat sound.
5010,4095,2024-05-16,Other,26.69,Data wonder break bank social company.
5011,5340,2023-03-16,Other,402.22,Real way health opportunity school trade.
5012,7832,2024-07-07,Fuel,147.85,Carry interesting something.
5013,7832,2024-07-05,Other,362.55,Rock morning painting hundred might role.
5014,2405,2023-09-06,Other,315.12,Even rule myself own.
5015,2405,2023-09-07,Toll,78.43,Matter tree business unit as sense.
5016,2440,2024-09-03,Toll,433.3,Because left there.
5017,2440,2024-09-05,Maintenance,274.22,Fish fight accept unit everything strategy.
5018,2440,2024-09-05,Fuel,412.4,Product report arm despite store.
5019,2440,2024-09-03,Fine,360.11,Friend later nothing already only growth.
5020,6077,2023-02-05,Toll,377.23,True fast your situation.
5021,6077,2023-02-04,Toll,200.3,Necessary woman performance account or continue.
5022,6077,2023-02-05,Toll,158.82,Foot major college.
5023,6077,2023-02-06,Fine,167.25,Term rise market each tonight family.
5024,3335,2023-06-24,Maintenance,102.74,No sure himself energy size right.
5025,12906,2024-07-16,Toll,71.36,Me probably seem sound easy six.
5026,12906,2024-07-16,Fine,51.45,Play similar relationship.
5027,12906,2024-07-16,Toll,262.99,Need management leg action treatment.
5028,12906,2024-07-18,Fine,460.75,Behavior past huge executive.
5029,10191,2023-06-19,Toll,340.33,Factor charge sure question.
5030,3422,2024-11-06,Other,138.38,Any great realize worry.
5031,3422,2024-11-05,Toll,425.64,To cup build.
5032,3422,2024-11-04,Toll,337.28,Class safe large red.
5033,2819,2024-09-14,Other,390.13,Although option research.
5034,2819,2024-09-16,Fine,493.02,Ready company enter.
5035,2819,2024-09-15,Fine,398.77,Agreement plant reveal finally house source.
5036,2819,2024-09-17,Toll,269.32,Bag relationship notice big religious.
5037,8586,2023-03-04,Fine,119.03,Once can Mrs.
5038,8586,2023-03-04,Fine,407.06,Nor memory property candidate put.
5039,8586,2023-03-05,Other,99.79,Day production next.
5040,2999,2024-02-07,Toll,107.36,Answer market second second team painting.
5041,8887,2024-07-28,Fine,253.57,Take read full.
5042,8887,2024-07-29,Fuel,246.58,Despite suddenly draw already deal little.
5043,8887,2024-07-30,Fine,447.31,Conference lot yet place minute.
5044,8887,2024-07-30,Fine,497.08,Money until name Republican quickly.
5045,7448,2024-10-12,Maintenance,308.73,Nation teach chance energy know light.
5046,7448,2024-10-15,Fuel,364.7,Matter election others smile animal.
5047,938,2024-03-05,Other,298.32,Executive thing certain could show director.
5048,938,2024-03-06,Other,272.89,Picture game impact me.
5049,938,2024-03-05,Toll,351.85,Air hope majority age offer.
5050,1905,2024-05-05,Maintenance,255.64,Rest design within.
5051,1905,2024-05-07,Fuel,251.59,Already movie return.
5052,1905,2024-05-03,Other,202.31,Wife anything listen house capital.
5053,1905,2024-05-05,Fuel,491.89,Stand economy international task describe.
5054,5741,2024-03-25,Toll,269.26,Process control produce clear.
5055,5741,2024-03-26,Maintenance,238.74,Turn within shoulder push image air.
5056,5741,2024-03-27,Other,267.8,Weight six surface trial sit.
5057,834,2024-10-13,Fine,74.08,Medical easy outside.
5058,834,2024-10-14,Maintenance,397.43,Situation day them and scene line.
5059,12070,2023-10-21,Fuel,236.65,Firm scene feeling money.
5060,12070,2023-10-20,Fine,60.54,People anything phone suffer.
5061,8381,2023-07-11,Maintenance,196.09,Can why listen.
5062,8381,2023-07-10,Maintenance,223.91,Sound true care.
5063,8381,2023-07-10,Fuel,368.65,Deal under improve wish.
5064,9660,2024-07-29,Fine,387.39,Happen think matter TV economy.
5065,9660,2024-07-30,Fine,426.26,Know develop thus fill also.
5066,873,2023-09-14,Fuel,390.09,Wear address audience.
5067,873,2023-09-11,Toll,396.94,In price work American.
5068,873,2023-09-15,Toll,44.87,Avoid enough condition least trade.
5069,873,2023-09-14,Toll,377.77,Consumer message country find.
5070,10347,2023-03-01,Fine,219.43,Similar technology business themselves bar.
5071,10347,2023-03-01,Fine,160.82,Life challenge he necessary.
5072,10347,2023-02-27,Fuel,438.5,Nothing national usually rest when.
5073,10347,2023-02-27,Toll,391.71,Six deep man writer eat.
5074,10219,2024-12-22,Toll,405.68,Third general cell.
5075,10219,2024-12-26,Toll,120.35,Believe parent continue gun down.
5076,10219,2024-12-26,Maintenance,231.62,Although provide level.
5077,10219,2024-12-26,Toll,199.47,Create kind bit place.
5078,3155,2023-05-11,Toll,321.38,Ahead account medical even expert suggest.
5079,3155,2023-05-12,Fine,429.01,Action safe say benefit.
5080,13730,2024-08-29,Other,368.85,Age themselves nor important claim third.
5081,13730,2024-08-28,Fuel,296.08,Lay site herself trouble.
5082,13730,2024-08-27,Fine,484.48,Want score director financial.
5083,1176,2023-06-30,Fuel,343.23,Rock create region newspaper.
5084,8391,2023-01-30,Fine,46.54,Boy whom break.
5085,10250,2024-08-22,Other,323.46,Participant business morning pull.
5086,12822,2023-03-05,Fuel,382.17,General notice finally place candidate pull.
5087,9474,2023-04-25,Maintenance,92.58,Shake road next parent yes.
5088,14824,2023-05-14,Fine,126.74,Wall response prepare include some fund.
5089,14824,2023-05-14,Other,292.33,Your oil debate.
5090,7052,2024-09-05,Fine,146.01,Energy produce professional.
5091,11382,2023-09-17,Maintenance,244.67,They set detail assume draw just.
5092,1084,2024-03-01,Other,80.42,Relate fine stage keep.
5093,1084,2024-02-28,Maintenance,251.17,Skill green wide citizen special medical.
5094,1084,2024-03-01,Other,145.2,Issue despite check imagine audience.
5095,6134,2024-08-20,Other,28.14,I film risk offer great laugh.
5096,6134,2024-08-20,Fine,100.28,Song fish general possible year.
5097,12547,2023-06-02,Fuel,343.2,Admit admit team news action.
5098,4270,2023-04-22,Toll,85.02,Option everybody fire song seven.
5099,2268,2023-12-04,Fine,453.09,Myself reflect however.
5100,2268,2023-12-05,Fine,154.33,Party author carry message evening.
5101,2268,2023-12-05,Maintenance,75.17,Such career sense age various.
5102,2268,2023-12-05,Fine,338.06,Other high about item.
5103,13783,2024-04-30,Fuel,68.18,We seven specific time.
5104,13783,2024-05-01,Toll,427.98,Amount top skill including until.
5105,8837,2023-05-22,Toll,241.04,Hope still want.
5106,5744,2024-02-04,Fuel,474.63,Notice build become.
5107,5744,2024-02-02,Maintenance,125.26,Conference design sense cause end close.
5108,5744,2024-01-31,Other,162.13,Direction situation institution name box.
5109,4195,2024-12-22,Fuel,395.94,Remember source career campaign perhaps before discuss.
5110,4195,2024-12-24,Maintenance,154.15,Technology economic nor fly tough.
5111,4195,2024-12-22,Other,149.23,Opportunity hear official.
5112,14990,2023-07-29,Maintenance,265.16,Catch house establish meeting.
5113,14990,2023-07-28,Other,73.12,Imagine population both top.
5114,7732,2023-07-01,Maintenance,298.77,Present somebody popular notice treat a.
5115,7732,2023-07-05,Toll,271.54,Later there better usually hope action.
5116,7732,2023-07-05,Fine,151.37,Authority environmental sister bag.
5117,7732,2023-07-04,Fine,133.56,Bring task security.
5118,412,2023-07-21,Toll,282.94,Avoid station strong.
5119,412,2023-07-21,Maintenance,40.46,Bed hold improve age.
5120,412,2023-07-21,Fuel,285.63,Agree could local.
5121,412,2023-07-21,Fine,223.8,Reality guess take bed performance bag.
5122,1198,2023-07-25,Toll,139.69,Must table success body.
5123,1198,2023-07-25,Fine,396.18,Task full former.
5124,1198,2023-07-29,Toll,61.8,May upon act.
5125,8658,2024-11-26,Toll,119.92,Continue serve say.
5126,8658,2024-11-24,Maintenance,191.14,Hit most executive.
5127,8658,2024-11-25,Fuel,191.64,Third poor because contain history seven.
5128,9786,2023-06-13,Fuel,161.04,Look include door entire.
5129,430,2024-04-23,Fuel,90.78,Health or service toward these expect.
5130,430,2024-04-26,Fine,314.82,Wonder eye suffer market your.
5131,12479,2023-05-24,Fine,30.01,Nice include thought.
5132,12479,2023-05-23,Fine,95.53,Billion field young leader play media.
5133,12479,2023-05-23,Toll,114.19,Executive here general true crime religious yard.
5134,6923,2024-08-28,Fine,176.98,Institution build value capital discuss value increase.
5135,6923,2024-08-25,Fine,158.41,How coach interest use.
5136,6923,2024-08-29,Toll,404.01,Forget lot than though like.
5137,5708,2024-02-20,Toll,398.45,Toward onto through.
5138,5708,2024-02-19,Other,390.29,Central still when.
5139,8100,2024-10-31,Maintenance,139.82,Speech similar real.
5140,8100,2024-10-30,Fuel,281.21,Kid arrive reality hear threat.
5141,4191,2024-04-02,Fuel,489.76,Song establish research once anything read.
5142,4191,2024-04-02,Other,41.87,Across another adult position.
5143,4191,2024-04-02,Fine,473.65,Lead hundred standard heart late.
5144,4191,2024-04-04,Other,404.07,Human rich quite.
5145,721,2023-03-30,Fuel,468.21,Purpose significant hit would.
5146,721,2023-04-01,Other,244.52,Worry especially generation eight peace.
5147,5130,2023-07-17,Fuel,386.11,Relationship music fine particularly.
5148,5130,2023-07-16,Maintenance,332.58,Top long act head.
5149,5130,2023-07-16,Maintenance,30.54,Involve why performance simple religious tend.
5150,5130,2023-07-16,Fine,499.48,No idea down project speech project.
5151,6635,2024-12-28,Maintenance,347.49,Wide matter management successful police along.
5152,6635,2024-12-31,Maintenance,489.11,Strategy region cause particularly everything.
5153,6635,2024-12-31,Other,332.41,Crime certain world in environmental.
5154,6635,2025-01-01,Fine,487.92,Operation finish whose condition machine.
5155,10422,2023-08-09,Fine,441.04,Population white somebody.
5156,4437,2023-01-12,Maintenance,205.57,Base available bad fine attack.
5157,4437,2023-01-11,Toll,27.03,Purpose old project approach up listen.
5158,4437,2023-01-14,Maintenance,483.75,Computer represent after why different.
5159,4437,2023-01-14,Other,346.25,Increase building teacher hair alone.
5160,8937,2024-10-15,Toll,87.58,Couple fund walk.
5161,8937,2024-10-14,Maintenance,400.97,Whose others until near himself physical.
5162,8937,2024-10-15,Toll,142.22,Benefit top available.
5163,8937,2024-10-16,Fine,394.26,Technology finally talk.
5164,3834,2024-12-18,Fuel,457.98,Report measure today institution.
5165,3834,2024-12-14,Other,252.22,Manage off seek free.
5166,3834,2024-12-14,Other,75.5,Chair call while yeah particularly.
