shipment_id,client_id,origin,destination,distance_km,weight_tons,price_eur,date_requested
4396,327,West Danamouth,Heatherberg,961.9,13.34,807.45,2024-11-24
4397,473,Holmesland,South Shane,1360.7,23.18,3340.46,2023-12-25
4398,104,Port John,Port Mark,1889.0,24.94,4890.18,2024-12-13
4399,199,Rebeccatown,New Josephmouth,92.5,24.47,150.61,2024-12-30
4400,294,Mccartyland,Meltonburgh,1631.2,20.55,3682.73,2023-12-14
4401,447,Brianchester,Cameronborough,835.8,12.05,748.12,2024-11-17
4402,461,Bryanfort,Lake Henry,449.4,6.04,274.04,2023-03-02
4403,330,Margaretborough,Cynthiachester,2324.9,3.25,789.79,2023-11-13
4404,301,Juanland,Port Donna,1464.1,19.7,2915.53,2023-10-14
4405,102,Port Katherine,Joanchester,1885.7,16.94,1803.97,2023-02-17
4406,99,South Jorge,North Moniquehaven,1221.0,16.69,2067.29,2023-12-20
4407,296,Lake Valerie,West Erinmouth,188.9,20.76,446.34,2024-04-24
4408,304,Nancyview,West Crystal,1068.2,12.28,849.08,2023-06-14
4409,204,Martinezside,Draketown,1274.7,15.61,1155.32,2024-09-27
4410,107,Port Katherinehaven,Tanyamouth,168.6,4.62,47.22,2024-01-21
4411,492,Melaniebury,Kimmouth,435.6,21.8,1089.0,2024-09-09
4412,28,Christinehaven,Andrewside,1177.8,12.2,1382.5,2024-06-06
4413,60,Lake Jorge,Emilymouth,332.2,19.51,629.59,2024-11-18
4414,93,Robertstad,East Briantown,326.1,10.66,205.32,2024-08-20
4415,70,Rodriguezstad,Robinsonmouth,152.5,15.82,126.02,2024-05-29
4416,390,Johntown,North Leslie,1821.3,16.88,3528.96,2023-05-01
4417,383,Parkerview,Patriciaberg,1122.2,6.97,897.81,2023-07-31
4418,221,Lake Luketown,New Veronicaborough,1837.7,1.89,312.7,2024-02-29
4419,92,Sarahton,Castrobury,981.7,6.0,300.04,2023-03-25
4420,398,Gabrielleshire,Port Benjaminview,1165.6,22.04,2743.37,2023-01-12
4421,91,East Julie,South Douglas,1326.4,4.59,638.95,2024-05-07
4422,350,Erinstad,Sheilafurt,296.1,7.83,244.11,2024-11-25
4423,441,New Kevin,Watsonstad,1017.2,13.6,1584.47,2024-09-28
4424,77,Paynebury,New John,71.4,16.96,143.79,2024-07-23
4425,422,Jaredtown,Christopherside,1511.0,10.01,774.38,2024-03-26
4426,496,Kathleenside,Schmidtburgh,1498.9,17.82,2021.2,2024-01-27
4427,415,Lake Meghanmouth,Whitehaven,907.4,10.13,968.54,2024-09-01
4428,110,Stonetown,New Carriechester,1868.2,16.72,3322.77,2023-07-08
4429,399,Crystalshire,Richardtown,1803.4,14.65,1959.47,2024-09-23
4430,50,Molinamouth,Mooremouth,1751.7,12.92,1158.67,2024-10-08
4431,98,Bowmantown,East Seth,610.7,11.89,435.18,2024-06-11
4432,188,Kellymouth,Brianshire,1088.5,9.62,762.99,2024-12-30
4433,434,Lake Davidfort,Oliviaberg,999.1,19.3,1140.05,2024-03-04
4434,399,Richardshire,South Tinaborough,116.3,23.6,307.86,2023-02-05
4435,28,Lake Raymondview,Timothyfort,432.6,4.38,158.65,2024-03-27
4436,119,North Edward,Makaylaview,1085.0,9.68,644.21,2023-05-28
4437,318,Youngville,Millerside,1415.9,7.67,669.46,2023-01-11
4438,221,North Carloston,Port Raymond,200.7,18.25,430.3,2024-05-21
4439,67,New Erin,Lake Ralphview,1094.2,15.18,1309.93,2024-12-07
4440,462,South Christopher,Perrychester,359.9,7.75,266.39,2024-12-21
4441,82,Jonestown,Bensonbury,312.2,8.67,315.89,2023-08-02
4442,114,South Matthew,Derektown,2078.0,17.43,3438.79,2023-09-27
4443,31,North Stephanie,North Denise,1767.9,21.79,2013.45,2024-02-27
4444,208,Millerhaven,East Christopher,355.5,15.79,637.44,2023-02-28
4445,232,North Maryfort,Chadfurt,2393.6,14.55,3614.64,2023-05-03
4446,34,Dawsonview,North Andrea,953.0,22.43,1530.04,2024-11-11
4447,179,Eddiebury,South Travisborough,958.7,15.16,1518.6,2023-01-19
4448,127,Patrickview,Thomaston,961.3,11.2,668.32,2023-04-12
4449,415,Port Phillipchester,Chungbury,665.6,21.2,840.72,2023-10-23
4450,285,Riceburgh,West Davidville,665.2,11.42,438.62,2024-01-17
4451,63,South Eugenetown,Thomasside,195.5,3.84,78.71,2023-01-31
4452,406,Lake Danielville,Brownstad,144.9,1.64,27.04,2024-07-13
4453,142,Nelsonchester,Amberstad,1060.8,6.52,563.36,2024-08-19
4454,265,Shannontown,Port Jessica,1920.4,3.16,372.19,2023-12-20
4455,373,Harrellmouth,Kaylaland,154.4,1.32,11.58,2023-11-06
4456,16,Port Brandyshire,Lake Makayla,1692.0,11.75,1200.2,2024-10-09
4457,32,Amberfurt,Franciston,2177.7,3.6,580.06,2024-01-11
4458,232,West Leslieborough,West Natalie,1185.5,5.69,357.32,2024-02-22
4459,171,Cherylside,North Kristin,299.1,2.29,68.41,2023-01-20
4460,185,North Andrewfurt,Baileyview,245.3,2.15,58.5,2024-10-21
4461,103,Jameschester,Kristyland,2426.4,23.89,4894.84,2023-12-13
4462,13,New Donald,North Thomasberg,2012.5,5.2,1039.01,2023-11-26
4463,441,North James,Williamland,92.7,11.44,78.93,2024-09-29
4464,220,South Sue,Port Anthony,1343.9,9.53,1022.2,2024-01-04
4465,288,Port Sonyaview,New Pamelahaven,1510.6,12.91,1254.35,2024-08-18
4466,447,Gilmoreland,East Kelseyhaven,63.4,5.78,35.54,2024-07-08
4467,415,Kevinbury,South Tinamouth,1953.7,15.57,1854.38,2023-01-17
4468,224,Martinezville,South Daniel,2302.7,11.55,1803.1,2024-12-17
4469,181,North Annetteville,Kiddchester,2229.6,11.48,1546.6,2023-11-11
4470,359,Davidmouth,South Timothy,1483.6,13.59,2180.5,2023-06-30
4471,137,Wilsontown,Hubbardfurt,2141.7,1.46,168.95,2024-10-05
4472,170,Foxchester,Robertport,1037.3,11.21,834.23,2024-02-19
4473,60,Thomasbury,Nancyport,1585.8,1.6,138.91,2023-03-20
4474,64,Jamesmouth,Tiffanymouth,173.9,15.12,254.15,2023-11-29
4475,135,Stephenfurt,Lovebury,2289.1,1.9,445.5,2023-05-14
4476,35,Christopherfurt,East Jessicabury,1484.6,14.05,2417.59,2024-06-12
4477,363,Singhtown,West Ericatown,2060.3,14.51,2959.46,2024-05-24
4478,128,Jenniferton,Flynnland,1596.1,7.47,598.67,2024-11-15
4479,89,New Chelseafurt,East Jeffrey,1685.9,17.99,2188.77,2023-09-30
4480,414,Tonyfort,West Jennifer,153.6,15.65,204.64,2024-05-20
4481,255,Lake Christopherstad,East Linda,1494.6,16.52,2267.98,2023-11-22
4482,253,Christopherberg,South Jacobhaven,2326.7,10.48,2253.74,2024-01-28
4483,303,Jenniferchester,Brownborough,1615.3,16.55,1708.43,2023-03-09
4484,309,West Shellyhaven,West Sarah,1125.6,3.89,346.0,2023-01-21
4485,196,South John,Rosehaven,1413.5,8.02,892.87,2023-08-01
4486,488,Gilbertbury,Tonyport,2390.9,4.56,915.23,2024-01-23
4487,120,Clintonchester,Hughesville,170.3,12.52,146.33,2024-12-01
4488,108,Mcgeebury,New Richardfort,2085.7,19.29,3242.09,2024-09-13
4489,305,New Danielle,South Allison,1855.6,24.21,4352.3,2023-08-23
4490,313,Alexandratown,New Melinda,758.3,14.64,643.62,2024-07-20
4491,467,Powersside,New Larryview,1142.9,1.35,153.99,2023-03-22
4492,490,South Donald,Bullockbury,697.1,22.2,1692.55,2024-02-13
4493,264,West Adriana,Lake Kayla,1667.8,1.63,224.85,2023-03-21
4494,55,Longfurt,West Adrian,1178.8,22.7,2919.32,2024-10-15
4495,341,New Scottview,Samanthamouth,268.1,2.32,37.99,2024-09-11
4496,133,Jenniferberg,Richardfurt,1665.2,16.14,2586.33,2023-11-27
4497,484,Shelbyville,Watkinsland,282.9,23.34,763.0,2024-02-05
4498,360,Charlesville,West Gwendolyn,2434.4,3.01,555.84,2024-01-06
4499,454,Markmouth,Lake Conniemouth,1889.8,14.72,2550.43,2023-04-22
4500,460,West Lindamouth,Feliciahaven,2483.0,15.03,4219.28,2023-01-06
4501,375,Perryport,Holmesville,324.3,24.42,929.55,2023-02-03
4502,149,North Harold,Williamsside,2098.9,13.09,2503.91,2023-06-25
4503,436,East Michael,Amberberg,2323.1,13.2,3283.36,2024-08-23
4504,134,Michaelport,South Moniqueborough,223.0,14.12,245.38,2024-12-15
4505,232,Lindsayport,South Rodneystad,795.1,4.32,353.95,2024-11-14
4506,378,Rodriguezview,North Deannashire,2369.7,22.2,4552.44,2023-08-30
4507,260,North Destinyport,Linshire,2321.4,14.71,2759.99,2024-05-24
4508,32,Lake Garyshire,Port Lawrence,965.8,23.38,1981.14,2024-05-12
4509,243,Anntown,East Stephenland,2039.1,7.23,785.45,2023-07-14
4510,93,Pettyville,Paulhaven,834.5,17.0,1532.38,2023-04-16
4511,305,Port Martha,Port Brittanymouth,2113.2,10.13,1197.9,2023-09-20
4512,479,Tonyview,New Aaronborough,1037.9,19.35,1943.24,2023-08-07
4513,303,East Ashlee,Port Richardville,436.7,22.38,950.01,2023-01-23
4514,287,Nguyenport,East Heatherbury,712.5,4.97,343.24,2024-04-14
4515,201,Kingberg,Bowmanside,2264.3,4.61,1052.55,2023-12-27
4516,245,New Alexis,East Andrea,1467.6,24.98,4220.19,2023-12-18
4517,182,Robertchester,North Angelastad,1678.2,2.2,195.75,2023-10-26
4518,46,Lake Mistyhaven,North Hollytown,611.9,3.83,265.6,2024-03-26
4519,23,Sarahmouth,New Teresa,1985.8,11.16,1658.19,2023-01-01
4520,250,Sotoberg,Port Yolandatown,1261.2,14.24,1209.89,2024-11-03
4521,286,North Traciside,Port Rogerburgh,746.1,22.45,1647.61,2023-12-19
4522,399,East Morgan,Grayfurt,599.1,18.35,822.13,2024-12-30
4523,338,West Josephstad,New Victoriaton,2331.0,14.94,3835.28,2023-05-10
4524,24,Port Kimberlyberg,Grossburgh,1691.6,10.56,1259.35,2023-12-12
4525,145,Melindaberg,Robinsonside,2217.7,23.23,5107.45,2024-10-08
4526,369,West Brandy,Gonzalezshire,2096.0,10.03,1855.81,2024-08-20
4527,232,Newmanview,Michaelland,698.8,15.68,567.51,2024-08-22
4528,79,Port Kim,East Michael,1303.7,4.64,490.44,2023-02-11
4529,478,Stanleyberg,West Ricardo,1424.0,3.45,294.59,2024-10-21
4530,209,South Christophertown,Manuelside,921.1,19.24,1910.19,2023-06-17
4531,496,Jaredberg,Millershire,724.3,14.12,511.6,2024-01-15
4532,274,Port Nancyport,South Taylormouth,1456.0,19.94,1902.8,2024-04-12
4533,22,Lake Bobby,Larsonhaven,1030.3,17.72,1204.16,2024-05-02
4534,246,West Markview,Port Chadville,2206.8,4.3,646.19,2024-04-22
4535,309,New Joshua,Amandafort,420.8,24.7,903.27,2024-01-03
4536,33,Bradton,South Ivan,1460.6,11.2,1531.61,2023-07-30
4537,58,Reedside,South Dianetown,268.5,2.77,89.18,2024-12-08
4538,184,New Danatown,Stephentown,1486.9,19.16,2869.81,2024-10-05
4539,84,Mitchellborough,Seanberg,1669.9,24.69,3908.87,2023-03-04
4540,56,West Maurice,Morganchester,2496.5,21.96,5484.04,2024-05-25
4541,1,Lake Graceview,Meyerstown,620.0,12.4,603.77,2024-01-24
4542,131,West Heatherside,East Kimberlyfurt,887.2,24.54,1155.33,2023-01-02
4543,400,West Jane,Christineport,837.0,13.27,866.82,2024-10-27
4544,465,Gregorytown,West Darren,2083.6,1.53,196.34,2024-09-01
4545,135,South Paulamouth,West Heather,2392.6,19.01,3852.05,2024-06-21
4546,17,Williamsstad,Norrisburgh,355.2,3.34,85.72,2024-08-29
4547,404,Amandafort,Stephenbury,2189.0,17.73,2683.86,2024-10-12
4548,387,Lake Amandamouth,Andersonside,1439.7,10.65,834.45,2024-11-28
4549,34,New Codyton,Lake Hannahchester,1863.8,22.52,4835.06,2024-04-13
4550,276,Danielleport,New Alexisview,1942.4,4.04,534.47,2023-07-14
4551,278,North Erica,East Alexis,1454.4,14.12,1086.94,2024-11-21
4552,237,Hutchinsonmouth,East Tracey,2393.2,18.51,4901.19,2024-08-29
4553,227,Haneyburgh,Graymouth,2091.7,4.49,648.08,2024-10-03
4554,404,Michaelmouth,Grantfurt,713.6,13.41,1145.16,2023-10-07
4555,202,Angelchester,Adamshaven,604.9,8.83,336.12,2024-11-12
4556,316,Lake Richard,Rodriguezton,1585.1,23.73,3318.12,2024-01-06
4557,358,East Matthewview,Davidsonmouth,1674.8,15.82,3022.05,2023-02-09
4558,226,East Justin,Derekview,2439.4,10.5,2389.71,2024-10-21
4559,353,Keithtown,Lorettaport,813.5,13.16,960.36,2024-05-08
4560,134,West Elizabethfurt,Port James,2236.7,3.17,523.41,2023-10-16
4561,64,Morrisonmouth,Port Cameronville,2448.3,20.29,2655.23,2023-02-01
4562,30,Wongborough,Foleystad,1553.6,18.34,2779.97,2024-04-03
4563,127,Markview,East Bailey,2119.8,19.75,5008.35,2024-05-23
4564,180,Lake Jamesberg,Charlesmouth,1757.6,10.16,1761.32,2024-12-30
4565,373,Higginsland,Port Danielfurt,327.8,12.39,323.18,2024-10-19
4566,395,Phillipsborough,Williamsview,201.6,20.98,370.71,2023-12-09
4567,128,Port Brittanymouth,South Cory,1410.3,10.48,1174.82,2024-02-28
4568,264,Lake Robert,Thomasborough,1056.4,18.02,1119.4,2023-07-20
4569,195,Kimberlyfurt,Lake William,1469.2,8.86,1197.11,2024-05-08
4570,334,Welchland,Trujillofurt,1239.5,2.18,247.48,2023-03-05
4571,498,Alexandraton,Jaimechester,1452.4,20.37,2097.9,2023-08-27
4572,193,Franciscoland,Hoodton,1471.9,5.29,549.19,2024-05-07
4573,463,Port Manuelland,South Andrew,2496.7,17.38,3001.82,2024-05-12
4574,255,Evansberg,Sarastad,1864.4,14.36,2153.7,2023-09-05
4575,83,Hendersonmouth,Annetteville,1055.6,8.84,751.24,2024-02-22
4576,217,South Zachary,North Tyler,85.2,19.97,122.08,2024-05-12
4577,276,Camachoville,West Bonnie,2169.7,12.76,2242.98,2023-07-07
4578,158,East Jillview,Brandyburgh,2236.5,14.71,3447.02,2023-08-27
4579,260,Port Mitchell,Lake Herbertstad,1931.6,24.15,2960.3,2023-06-06
4580,439,Jonesville,Chaneymouth,2022.9,1.69,202.25,2023-09-05
4581,196,West Curtis,Candicehaven,1966.5,7.19,1107.24,2023-07-29
4582,215,Harrisfort,East Jamiemouth,1969.0,21.5,2662.89,2024-09-30
4583,324,East Alicialand,South Aaronfort,874.4,7.94,399.82,2023-07-19
4584,28,Port Kenneth,East Joshua,868.3,15.6,894.32,2023-10-29
4585,439,East Debrafurt,East Jenny,72.4,23.37,134.99,2023-11-19
4586,494,Charlesfurt,New Linda,507.5,5.2,186.28,2023-11-06
4587,245,Johnsonburgh,Edwardstad,1917.0,11.85,2669.26,2024-05-30
4588,392,West Ericabury,Melissaville,1750.2,12.37,1690.57,2024-07-14
4589,41,Lake James,Leblancstad,824.2,2.62,112.16,2024-01-04
4590,191,Jessicaport,Gavinton,483.3,18.02,496.36,2023-02-03
4591,129,Port Jennifer,West Justin,2281.3,21.44,5236.91,2024-05-07
4592,31,East Jonathan,Sarastad,1356.9,13.41,1404.32,2024-01-01
4593,56,North Kathryn,North Victoriatown,65.0,22.71,129.28,2024-09-15
4594,365,Michaelhaven,South Michael,1212.7,13.39,1262.11,2023-01-04
4595,41,East Joseph,Johnsonstad,1261.6,14.41,1158.26,2024-05-07
4596,228,East Matthew,Richardhaven,473.6,15.29,839.44,2023-11-22
4597,140,New Kaylaside,Nicoleshire,2330.3,22.53,6046.56,2023-10-15
4598,135,Phillipsfurt,North Morganstad,1143.0,24.86,2233.37,2024-08-27
4599,76,Port Michelle,New Aaron,2139.2,16.33,2785.89,2024-01-15
4600,271,South Crystal,New Emilytown,1839.6,23.07,2280.83,2024-04-29
4601,176,Stephenstad,North Spencermouth,665.5,18.65,1389.04,2023-08-25
4602,198,Robertfurt,Kimberlyhaven,608.5,9.3,516.17,2023-01-13
4603,180,Lake Raymondside,Dillonfort,2172.7,13.77,2461.79,2024-04-07
4604,136,East James,Hunterview,2435.6,16.25,2999.84,2024-11-03
4605,344,North Reginaldland,Port Benjaminchester,2372.6,5.2,727.35,2023-07-06
4606,450,Masseyville,South Katherine,1415.9,19.03,2296.82,2024-10-24
4607,138,Port Emilyland,Tinaberg,670.4,20.13,1600.48,2023-09-21
4608,157,Port Ericfurt,East Lisaborough,165.5,17.22,228.13,2024-10-09
4609,379,Sheltonville,Aaronberg,1649.4,7.84,1069.49,2023-05-03
4610,58,Sarahport,East Jose,406.8,5.72,259.69,2024-05-09
4611,230,East Justin,East Jesseberg,392.9,5.65,256.23,2024-04-06
4612,375,North Anthonyborough,South Alicia,749.4,13.89,1078.12,2024-08-24
4613,418,New Donna,West Eileen,2444.0,17.37,3967.39,2024-04-13
4614,204,Lake Brendafort,Lake Sarahmouth,2459.1,11.82,3286.9,2023-09-16
4615,329,New Marcus,Wilsonfort,1922.2,6.83,926.13,2023-06-28
4616,99,New Juan,Rickyfort,1712.4,4.99,528.76,2023-11-16
4617,87,Mitchellside,Ellisstad,2175.6,14.32,2385.37,2024-09-13
4618,7,Jonesview,New Jaimemouth,2058.1,22.55,3469.35,2023-06-17
4619,311,South Johnbury,Brownfort,1654.9,2.46,444.87,2023-01-31
4620,131,Lake Tarachester,Francoburgh,1970.9,24.1,5123.64,2023-05-26
4621,312,South Julieborough,Lopezberg,855.9,16.25,727.74,2023-11-24
4622,280,Lisaside,Zimmermanmouth,2486.1,24.49,4429.35,2023-08-15
4623,118,Lake Kevin,North Joshua,1282.5,4.48,538.3,2023-06-01
4624,19,East Jacob,New Melissa,861.0,6.51,400.15,2023-05-10
4625,380,East Vincentmouth,Lake Frank,2151.7,21.72,4914.12,2023-06-02
4626,226,South Duanetown,Samanthaton,304.4,2.66,89.94,2023-09-20
4627,432,West Kevinburgh,Matthewburgh,1211.7,7.88,1082.29,2024-11-12
4628,131,West Lisa,Ramostown,1091.2,24.73,1876.02,2023-05-25
4629,219,New Jasmin,Austinchester,2296.1,23.93,3753.65,2024-02-10
4630,451,Lake Tammy,East Dawn,181.0,13.76,267.39,2024-12-06
4631,112,Danielborough,Angelabury,936.0,2.58,222.64,2023-12-23
4632,329,Romeroshire,Kristinland,1153.3,19.82,1314.37,2023-06-10
4633,343,West Johnton,Matthewfort,1731.3,19.14,3513.58,2024-07-22
4634,275,Brianburgh,Lindseyfort,835.2,16.45,805.57,2023-10-08
4635,448,East Joyce,North Adam,1168.4,13.06,1469.09,2023-04-11
4636,297,Sawyerland,Morrisonport,1370.2,10.26,1315.11,2023-01-04
4637,80,Phillipmouth,Stevenstad,1092.7,15.07,1416.4,2024-01-26
4638,157,West Amystad,Boothton,2217.8,19.34,3942.64,2023-05-11
4639,69,Duncanberg,Richardtown,2483.4,8.55,1921.9,2024-03-07
4640,349,West Lori,Leahview,2101.9,3.51,802.56,2024-08-02
4641,46,Port Danielton,Michaelchester,386.9,10.04,204.13,2024-11-24
4642,494,Tiffanyberg,Kellermouth,2161.5,24.68,4685.43,2023-05-19
4643,464,Port Deborahshire,Stephaniemouth,984.3,7.06,477.73,2023-11-23
4644,231,Turnerton,East Roger,549.2,14.36,519.3,2024-03-17
4645,53,Port Keith,Kathleenberg,448.7,6.65,267.83,2023-07-27
4646,282,Floresbury,South Cynthia,419.8,3.71,148.31,2023-01-19
4647,484,West Miranda,South Charles,1274.9,10.41,1422.51,2023-08-18
4648,444,Jamesville,New Calvinchester,2209.8,6.04,828.44,2023-04-27
4649,474,Lake Renee,Johnland,1311.0,2.19,259.73,2024-02-19
4650,60,East Victoria,Lake Michelle,569.6,4.5,136.19,2024-08-03
4651,9,Brendaport,Dunnton,86.5,6.52,63.29,2023-11-09
4652,195,Santosfurt,Juanhaven,204.4,13.53,227.58,2023-12-04
4653,324,North Steven,South Alexandriaton,330.8,22.84,646.41,2023-11-18
4654,347,Lake Benjaminberg,Yvonneport,1512.3,21.83,3775.71,2024-07-22
4655,43,West Peterport,North Daniel,1228.1,10.27,640.52,2024-02-11
4656,48,Parkershire,North Joshuashire,2053.7,5.54,874.48,2024-01-31
4657,284,Lake Tanyaton,Jacksonborough,757.5,23.01,1158.51,2023-02-24
4658,484,Lake Maryport,North Justin,758.9,8.66,440.84,2024-06-18
4659,248,North Jennifer,Robertsview,258.4,13.25,182.54,2024-04-11
4660,282,North Brian,Lake Melanieborough,727.1,19.79,1491.46,2023-03-08
4661,444,Port Michaeltown,North Michael,1621.7,5.68,660.02,2023-02-28
4662,51,Dunnton,Perrychester,2457.0,8.59,2054.42,2024-02-10
4663,9,Deborahview,West Alexandrastad,135.4,5.77,81.34,2023-12-12
4664,2,West Richardshire,Davidberg,1169.8,19.04,2541.79,2024-12-28
4665,488,Wellsberg,West Kimberlyside,956.6,20.57,2283.39,2024-12-24
4666,170,North Tamiville,North Rebeccachester,1868.4,10.1,2045.34,2023-10-29
4667,498,Mathisview,Port Mitchell,97.9,17.54,138.26,2023-05-16
4668,38,Danielfurt,Lake Melodymouth,2247.4,10.36,1602.04,2023-05-30
4669,154,Stephaniefort,West Michael,82.0,16.54,154.79,2023-01-09
4670,457,South Jamesland,East Adam,2175.4,18.02,3892.06,2023-04-05
4671,414,Jessicaside,Manuelburgh,2483.1,6.4,1108.51,2023-04-23
4672,419,New Zacharyton,Craigberg,1145.2,8.77,782.56,2023-08-22
4673,241,Port Jimmy,North Emilyshire,2309.9,15.2,3653.94,2023-09-04
4674,288,Port Charles,Port Janetview,152.8,15.76,182.32,2024-07-25
4675,151,North Lisahaven,East Marymouth,1912.5,11.32,1913.31,2024-08-23
4676,290,Port Brendaburgh,Mathewsport,1407.2,10.07,1428.29,2024-07-03
4677,402,West Jenniferview,Port Michael,1573.5,4.82,701.43,2024-07-23
4678,285,West Jasmine,East Richardview,87.8,6.62,46.7,2024-05-08
4679,271,South John,Garrettfurt,1324.1,16.25,1254.03,2024-05-15
4680,315,Shannonside,North Benjaminland,2487.8,16.85,3520.0,2024-10-14
4681,220,New Danielle,Lake Natalie,228.0,1.74,42.13,2024-08-17
4682,233,Jacobchester,Ruizhaven,492.5,11.88,324.3,2023-04-26
4683,65,Gibsonhaven,North Trevorhaven,2247.1,1.56,321.2,2023-07-01
4684,360,West Susan,Lake Michael,104.6,3.09,25.93,2024-06-20
4685,324,East Julia,West Shawnburgh,1921.8,9.6,2019.25,2024-07-10
4686,195,Lake John,Cruzfurt,1328.8,14.42,2128.58,2023-02-12
4687,3,North Christopher,New Lisa,86.0,24.47,186.73,2024-05-14
4688,479,Lake Donaldfurt,Lake Annachester,1914.6,24.53,4227.56,2023-09-10
4689,172,Parsonsland,New Josephbury,391.0,2.75,88.46,2024-03-31
4690,250,Lake Ashleyfort,Villanuevaborough,1300.7,24.32,1842.45,2024-04-30
4691,71,Smithhaven,Perezborough,1169.4,17.95,2035.42,2024-08-11
4692,39,Bradleyfurt,Dayfort,1246.3,10.24,803.27,2023-06-19
4693,283,Port Jenniferstad,New Debbieton,286.6,17.15,532.98,2023-11-29
4694,207,Lake Charleneside,North Robert,404.4,3.21,129.67,2023-09-21
4695,73,West Brandon,West Tonyastad,2352.9,11.46,1682.35,2024-04-28
4696,39,Reillyport,New Audreyport,1527.7,12.46,1634.28,2024-11-23
4697,468,Port Davidborough,Joneston,1150.7,20.47,2631.43,2024-08-24
4698,470,Lake Hectorshire,South Raymondshire,2215.5,18.3,3067.16,2023-10-16
4699,151,Lake Rachelport,South Trevor,373.1,20.76,575.21,2023-04-02
4700,223,East Dennisland,Ramosshire,963.5,21.0,1075.94,2023-07-24
4701,73,North Katiechester,Cooktown,1959.8,4.03,862.02,2024-10-09
4702,1,West Jacobfort,Darleneborough,359.5,21.87,666.61,2024-06-22
4703,33,West Loristad,East Christine,1790.3,1.43,259.6,2024-07-27
4704,176,Port Angelica,East Staceyton,1598.7,6.27,995.26,2023-02-10
4705,109,Simpsonside,Ramosstad,1054.5,23.82,2063.59,2023-06-15
4706,91,Kennedystad,Port Laura,2076.8,7.68,1762.71,2024-11-16
4707,455,Johnfort,Jamesberg,1282.6,23.07,2745.08,2023-02-28
4708,46,New Danielton,Gardnertown,1816.7,19.9,1820.41,2024-01-21
4709,265,Fernandeztown,North Johnberg,1239.4,16.65,2349.8,2023-06-11
4710,124,New Edwinbury,Rebeccafurt,497.8,17.53,874.35,2024-09-15
4711,483,New Stevenfort,Danielfurt,270.7,24.85,370.48,2023-01-08
4712,192,New Andrewfurt,Larryton,2338.2,23.18,5725.57,2023-11-06
4713,483,Port Brittany,Robbinschester,65.3,2.58,17.7,2023-08-07
4714,47,East Hannah,Norrismouth,1428.0,17.75,2950.78,2024-05-17
4715,92,Garciamouth,Kimberlyton,334.6,9.92,166.2,2023-04-13
4716,418,Smithburgh,Melissachester,2117.4,22.26,2716.98,2023-05-12
4717,383,Brendaland,Patrickhaven,1659.5,8.56,1135.26,2023-10-04
4718,419,Leachshire,Port James,2206.3,18.85,2741.48,2024-09-19
4719,70,Krausestad,New Tabitha,2162.4,11.57,2688.47,2024-03-30
4720,221,East Jesusport,Jenkinsport,539.0,1.79,53.03,2024-02-18
4721,248,Jeffreybury,Mckeefurt,1504.4,17.33,1311.96,2023-08-24
4722,45,New Tanyaton,Samuelbury,678.2,17.82,1440.09,2024-08-21
4723,365,Morrisonmouth,Molinaville,2199.3,14.78,2335.79,2024-08-27
4724,73,Lake Jonathan,North Ericshire,851.7,8.03,730.09,2024-02-15
4725,285,Medinamouth,Port James,2003.7,13.53,2139.64,2023-05-09
4726,68,West Chadburgh,Port Lisafort,1454.1,21.76,2494.87,2023-11-07
4727,60,Port Alexandrachester,North Andrewchester,1508.2,7.7,964.53,2023-11-10
4728,407,Williammouth,Lake Lance,1062.9,18.58,2313.63,2024-11-09
4729,104,Melaniestad,Port Barbara,1816.3,23.22,4994.23,2024-07-24
4730,462,Johnton,Jennifermouth,2021.7,20.46,2307.49,2024-03-08
4731,171,New Andrea,New Nicole,1937.8,19.56,1989.42,2023-01-14
4732,313,Nicholasfurt,New Davidview,161.2,9.44,135.9,2023-06-04
4733,457,Daviesberg,Leonbury,1038.0,17.43,991.65,2023-08-17
4734,373,Port Chase,North Timothy,777.1,24.3,1980.07,2023-05-23
4735,422,New Bradport,Blacktown,931.9,7.14,688.5,2023-12-29
4736,272,Bryanbury,West Lisa,642.8,21.91,853.43,2023-02-28
4737,223,New Allison,Michaelland,198.2,21.69,509.56,2023-02-24
4738,281,East Kimberly,West Debraport,145.3,11.3,104.36,2024-01-30
4739,154,Andrewport,New Megan,586.6,18.23,722.85,2023-04-23
4740,496,New Michael,Lake Jenniferton,2330.8,13.08,2692.03,2023-02-05
4741,409,Westmouth,Aaronmouth,483.3,20.2,749.61,2023-12-11
4742,469,Timothyfurt,Lake Jeffreymouth,2274.0,24.26,3908.82,2023-05-28
4743,229,South Carlos,West Thomas,387.9,2.14,60.91,2023-06-12
4744,202,Kathyland,Navarroberg,2049.9,23.25,4734.0,2023-03-07
4745,187,Samuelland,Williamburgh,932.3,15.88,1105.49,2024-04-23
4746,374,Denisechester,Amyland,2404.3,4.83,1039.57,2024-06-27
4747,171,Lake Shannon,Juliefort,2070.4,15.26,2775.84,2023-12-11
4748,323,Port Paulview,Johnsonfort,2260.7,8.79,1052.7,2023-06-07
4749,308,Katiefurt,Anthonyton,1764.6,18.53,3159.47,2024-06-04
4750,52,West Robert,Port Erica,299.2,6.61,230.55,2023-02-17
4751,308,Calderonmouth,Lake Lindsay,1183.6,13.18,1203.58,2024-12-21
4752,152,Woodsfurt,Jorgeberg,2466.4,1.46,262.86,2024-03-08
